words,rgb,hsb
ThirtyEight,-6563885,-14589997
Rumour,-5706022,-15853350
PoV,-9184633,-15497371
Word,-6366492,-14591772
glimpsed,-3945769,-7328553
disturbed,-3945005,-7525933
swam,-2230868,-5503350
Everyday,-6358858,-16501066
creative,-3942464,-8577344
scarier,-1786702,-5099902
Abruptly,-5711897,-14406169
upon,-1974822,-2482782
previous,-1582390,-3531394
gossipers,-3483676,-4971548
hushed,-3943475,-7920691
huddling,-3943492,-8707908
attracting,-3290416,-5100592
Scared,-5261649,-12569937
frightened,-4598835,-10542131
reports,-1978908,-1823570
Panic,-6574121,-12355625
Questions,-4397875,-10283571
shinobis,-2631751,-4645457
clues,-4793618,-10804498
dots,-3286293,-3726613
bloody,-3947541,-6211605
corpses,-3087923,-4646707
Screams,-5066790,-10468134
Earsplitting,-5254953,-12834857
Fifth,-6372420,-13871940
incident,-3485514,-7265866
tearing,-2441024,-4182099
prank,-2435156,-5498215
corpse,-3743283,-7399219
agreement,-5061663,-11193119
whirling,-1784122,-3789683
mansion,-2442793,-2671678
noisiest,-1976384,-4186480
organization,-3092272,-4315440
crestfallen,-4137536,-9496128
Srank,-5711956,-15064660
mending,-3948329,-7064105
puppets,-1977372,-1824852
Stronger,-5250608,-13756208
creaked,-5253191,-13689415
triumph,-2237744,-3137876
confidence,-4796224,-11590720
mischievousness,-3745062,-6676518
excited,-4394570,-11400778
victims,-1325373,-3986574
Almost,-7415075,-14639907
eerily,-4144146,-6932498
dim,-4798765,-10670125
candle,-5063482,-11586362
mix,-2898184,-968712
mysteriousness,-2237734,-2482252
aqua,-5447186,-14345234
ring,-3094825,-3854121
bearer,-3491386,-6146362
Agate,-6964052,-13800532
Ring,-6568233,-13604137
candlelight,-4404541,-9885501
flickering,-3945786,-8050234
ThirtyNine,-6106915,-14136611
NO,-9605120,-16777216
THIS,-8562340,-12886950
PART,-8764806,-10847627
explosions,-3283747,-4581411
circled,-5059891,-11982131
blonde,-3947574,-7721014
clay,-2633556,-5496925
defend,-4798791,-11458119
Jets,-6112789,-12558101
maker,-3750195,-6935091
street,-3092249,-2938137
pursuing,-2236973,-2941778
patch,-3754261,-5159957
practically,-3940928,-8709696
limitless,-3940905,-7725865
beaten,-3294784,-5819200
securely,-1974858,-4843385
slashing,-1980743,-4642418
fingers,-3489571,-5032227
Katsu,-5911061,-13744917
impatient,-4597030,-10412070
interfering,-3942451,-8052531
daring,-4407088,-9096240
unmoving,-2238515,-3333974
Hand,-7885609,-12206633
jolted,-2438461,-3987281
shiver,-1327917,-2934912
warmth,-1783085,-2937962
expressionless,-2436141,-2939716
mystery,-1582364,-1826417
skills,-2437673,-2676032
pressing,-2238528,-4186465
dared,-4804636,-9222172
jerk,-3491356,-4505884
Poison,-5449011,-14344755
thoroughly,-1979683,-2282071
Glancing,-5455687,-13357639
miniscule,-2632768,-4185674
extreme,-3745827,-6479139
slim,-2240314,-3791707
forced,-4797747,-10999091
feeding,-4603706,-10145594
trap,-1776468,-5500301
Think,-5454138,-13423418
succeeding,-3945024,-8378944
risks,-2631705,-1628965
busy,-2887961,-2158617
withdrew,-3092249,-2938137
unfurled,-2436922,-3791695
Blue,-8531730,-13898014
noted,-3750165,-5491477
spider,-3290413,-4903981
exploding,-3939898,-8513594
outsmart,-1973046,-3533420
brief,-5058362,-12442426
hint,-2636073,-2674483
annoyance,-3483716,-7070276
calmness,-3289661,-5822781
abnormal,-4601133,-10081325
halted,-2641213,-3982662
glued,-4406290,-8046610
silkier,-2242877,-3986524
indescribable,-4141639,-9362247
tugging,-3286326,-5562934
seek,-2442823,-4640089
Possibly,-4596278,-11003190
boring,-4597808,-10608432
hm,-3943680,-16777216
importance,-4138285,-8708397
emotions,-2894886,-2939430
indeed,-4143434,-9361226
grown,-2433574,-2482751
unpredictable,-3490605,-5490733
former,-3749148,-5885980
hokage,-4796989,-11393341
1st,0,0
disadvantage,-5454883,-12897315
strategy,-3739955,-7664179
theirs,-2632752,-3136571
depended,-4800310,-10735158
Forty,-6362140,-15643164
Sealing,-5259072,-12570688
Statue,-5051470,-13890126
river,-3288079,-3331599
surface,-3486262,-6215734
arch,-4791118,-12643662
onehanded,-3752768,-7392576
cave,-4805391,-8630543
Prepare,-5454131,-13292083
yourselves,-1776438,-3533432
hologram,-3944998,-7263526
Jinchuuriki,-5059113,-11916585
puff,-3281220,-6484804
holographic,-3945776,-7590960
Clouds,-6568991,-13340191
giant,-3483732,-7857492
holograms,-3944995,-7132195
unoccupied,-3292205,-4836909
nights,-3287085,-5037613
forceful,-3487024,-5821488
Zetsu,-4402197,-8771349
longest,-2897187,-2740771
Fair,-6574906,-12554298
kanji,-3491369,-5227561
zero,-1328668,-1818996
boar,-3482964,-7923540
filtering,-3291440,-5034288
Fuuin,-7609874,-14961170
Genryuu,-4793631,-11132703
Kyuufuujin,-3943455,-7067935
Phantom,-5056573,-12771645
Seals,-5910356,-14733140
resembled,-3292989,-5689149
Instead,-5716278,-13814582
striking,-2633517,-2939192
panicking,-3294006,-5294646
deflect,-3098186,-5754442
sealing,-3096384,-5230656
nor,-2630940,-1826344
demons,-3750179,-6147619
onetail,-2441024,-4182099
obstacle,-2445363,-3325766
claustrophobia,-3288890,-5692218
situation,-2243612,-1821247
currently,-2895641,-2086169
extra,-3288853,-3593237
perhaps,-2641183,-2014249
rapid,-2904099,-2669091
succession,-2896432,-3528496
Deflecting,-5260096,-12373312
gradually,-4136506,-9365562
shuddered,-2901558,-3917878
outwards,-2632729,-1628197
molded,-3945789,-8181565
squeezing,-3288860,-3986716
violet,-1982239,-2017361
motionless,-2896415,-2478879
threads,-2640179,-3327292
oncoming,-2634308,-4447053
proving,-2436137,-2677313
amazement,-3487027,-6018355
amusement,-3945756,-6737948
divert,-4795410,-10475026
telepathy,-2439472,-3133765
guarded,-3747662,-8380238
actual,-3297315,-4045347
persuading,-3289651,-5297971
persuaded,-2897216,-4577344
predicted,-2897226,-5233226
differently,-4402217,-9427497
Yellow,-5256479,-12374303
Flash,-6567252,-14462036
erected,-4790343,-12578375
disturbances,-4143391,-7589151
brush,-3484690,-4380178
blow,-3092262,-3725094
force,-4797724,-10342428
stumble,-3093027,-3527715
bend,-5064233,-10994729
surged,-2894899,-3726387
trapped,-2891342,-5499726
succeeded,-3945802,-8772170
despite,-3948313,-6342169
footfalls,-3093043,-4511539
emotion,-2896422,-2938150
flinch,-3489597,-6410045
bumps,-3740717,-7335725
enemies,-3093063,-5692231
withdrawn,-3485471,-5035551
Enemies,-5452359,-13949767
Maito,-5717050,-13748794
taijutsu,-2238505,-2678350
wild,-2898224,-3526960
piss,-1980697,-1625166
score,-1788198,-2474335
settle,-1588272,-3133302
suits,-1578042,-3797130
considering,-3485498,-6413114
greatest,-3741767,-8449607
Indeed,-7616842,-14118986
thirty,-1583135,-2022514
percent,-2901539,-2671395
audible,-4600381,-10672445
Hyuuga,-6103603,-14992179
underestimate,-3091514,-4971834
prodigies,-3749165,-6738989
clans,-3941716,-9496404
limits,-3483683,-5365027
grunt,-3479570,-4712722
crazier,-2436174,-5103970
Heh,-10896957,-13253822
Call,-7623472,-12342576
crazy,-2625876,-5502046
traps,-1776468,-5500301
excessive,-4395322,-10809914
Master,-5721372,-12301084
Focus,-6364750,-15449678
trusted,-2627629,-2944057
retrieving,-2244397,-2935629
slipped,-2893888,-4579648
Already,-5915443,-13285427
huh,-3936573,-8909629
Part,-5264156,-10728732
FortyOne,-5252440,-14083928
Chiyo,-6107706,-14269242
Time,-6568237,-13670189
Kakashisan,-5712964,-14669892
Bastard,-6116124,-11900956
kick,-3291470,-6740046
asses,-5052441,-12773913
genjutsus,-3089695,-3399455
doujutsus,-3282965,-3860757
Been,-7423559,-13464647
oneonone,-2634294,-3528768
twoonone,-2238502,-2481483
vanishes,-3091507,-4512819
dispel,-3489574,-5163558
ally,-2895664,-3529008
diversion,-4401180,-9100316
Kakashisensei,-5253184,-13558080
tactics,-1590862,-5099399
Mangekyou,-4800294,-10209830
instant,-2244387,-2279749
phantom,-2631741,-3989831
week,-1984071,-4640111
Dispelling,-5455654,-12765734
encounter,-2894899,-3726387
fatigued,-4409621,-7715861
retreated,-1787453,-3983985
poses,-3481113,-4973593
impressive,-3094809,-2870297
analysis,-4134966,-9366582
eyesight,-3480388,-7203908
protector,-1781552,-3135854
pause,-1985810,-1161283
Things,-5455657,-12831273
teamwork,-1977405,-3989101
sidelines,-3095606,-4640822
series,-2639388,-1818918
injected,-4407078,-8702502
forcing,-4599587,-9951011
canceled,-5066029,-10797101
Remember,-6106944,-14466880
Jiraiyasan,-6106921,-14202665
easiest,-3296537,-3521049
Quietly,-4592694,-11464758
pupils,-3088927,-3400223
bought,-4796949,-10277141
sacrificed,-3098954,-5753674
subordinates,-2435140,-4448857
thanking,-2243655,-4641892
Shapeshifting,-4144950,-8375862
flowed,-2636858,-3789123
cracked,-5056590,-13100110
pottery,-1324313,-1625978
arched,-4797006,-11853134
frown,-2630182,-2482738
Half,-7623472,-12342576
Shukaku,-4409635,-8241187
Roger,-6758976,-15114048
numbers,-3288102,-4577830
fourman,-3090483,-4579123
cell,-4146736,-7915056
consisting,-3093030,-3724582
Hatake,-8274736,-13186352
Haruno,-6111011,-13216291
Uzumaki,-5057571,-12048675
senior,-2635043,-2282030
councilor,-3748387,-6280227
